Date,Ticker,Open,High,Low,Close,Volume
2022-01-03,TCS.NS,3326.2631779342787,3397.2234590635435,3321.8281603636997,3386.357666015625,2346158
2022-01-04,TCS.NS,3398.1994545927564,3449.689838451158,3380.9914554484494,3445.787109375,2488606
2022-01-05,TCS.NS,3428.2686771738076,3432.703694867435,3381.6122044154104,3424.67626953125,1733031
2022-01-06,TCS.NS,3381.2578336506826,3401.658917117096,3345.777688491704,3377.221923828125,1810293
2022-01-07,TCS.NS,3388.353496871756,3428.1798688915587,3367.4201268665024,3418.068115234375,2460591
2022-01-10,TCS.NS,3528.499982192148,3528.499982192148,3424.7205709512023,3441.440673828125,3937092
2022-01-11,TCS.NS,3420.2860488520673,3481.4893002449076,3420.2860488520673,3473.41748046875,1906106
2022-01-12,TCS.NS,3481.488641790242,3485.0366556927033,3403.033227682781,3423.74462890625,3203744
2022-01-13,TCS.NS,3475.2797850755724,3479.7148026675522,3421.1725704534156,3457.450927734375,6684507
2022-01-14,TCS.NS,3439.6669332386305,3527.6132519299485,3423.8782261400397,3519.76318359375,3348123
2022-01-17,TCS.NS,3541.538800935803,3586.1551199160176,3514.573981387204,3565.0,3442604
2022-01-18,TCS.NS,3578.127988288561,3585.0022659184015,3530.274189259942,3539.676513671875,2389041
2022-01-19,TCS.NS,3564.91152862164,3564.91152862164,3474.722465771417,3478.409912109375,3102539
2022-01-20,TCS.NS,3474.277657855282,3483.1632784636076,3386.310013832859,3400.127197265625,6176776
2022-01-21,TCS.NS,3382.7565666090263,3422.342059179579,3350.8572678451856,3406.303466796875,3112358
2022-01-24,TCS.NS,3412.078809123836,3420.6533474824882,3323.311533128875,3351.0791015625,3258414
2022-01-25,TCS.NS,3349.434701010458,3384.8882405984896,3307.4056719868713,3349.7900390625,3330501
2022-01-27,TCS.NS,3315.2256551137434,3317.3581176759967,3221.1270024404544,3242.585693359375,5718297
2022-01-28,TCS.NS,3239.6976603507437,3314.159213319958,3239.6976603507437,3278.8388671875,3143862
2022-01-31,TCS.NS,3331.219548435409,3339.216607900845,3306.695145967757,3319.890380859375,2739393
2022-02-01,TCS.NS,3349.879425432354,3383.644788341221,3320.02364934981,3377.11376953125,2105169
2022-02-02,TCS.NS,3401.3270359319927,3433.4042169687295,3377.1137168552855,3426.473388671875,1984212
2022-02-03,TCS.NS,3421.8529744416446,3449.842683269199,3390.7977694626597,3398.39501953125,1960538
2022-02-04,TCS.NS,3390.13143394976,3398.4838319273167,3348.990960352186,3389.77587890625,2307366
2022-02-07,TCS.NS,3368.539455877154,3404.7928386994317,3337.572975002385,3357.876708984375,1919149
2022-02-08,TCS.NS,3369.028014039471,3376.2697091125106,3306.33990816381,3326.2880859375,2946443
2022-02-09,TCS.NS,3332.1085347583003,3356.943806983869,3328.643228655811,3341.48291015625,1638721
2022-02-10,TCS.NS,3367.4729203279344,3367.4729203279344,3339.216600228163,3350.1904296875,2112459
2022-02-11,TCS.NS,3334.329421359059,3334.329421359059,3278.794287758808,3283.192626953125,3851488
2022-02-14,TCS.NS,3309.0057078067457,3370.538641551541,3296.5658367247656,3317.669189453125,5951745
2022-02-15,TCS.NS,3364.09621997698,3407.6357642925827,3330.3308590791657,3392.3525390625,3931683
2022-02-16,TCS.NS,3415.632998084702,3424.6075628189806,3381.867635460556,3388.176513671875,3256906
2022-02-17,TCS.NS,3398.750205079547,3407.6358265307354,3357.8763464040803,3362.496826171875,3134372
2022-02-18,TCS.NS,3348.9908552959514,3390.708806246124,3338.8613332210016,3371.115966796875,3688883
2022-02-21,TCS.NS,3385.4215360997177,3401.2379845633295,3292.6112699207597,3304.917724609375,7465922
2022-02-22,TCS.NS,3243.2518982097486,3259.157074169786,3172.1669250983023,3186.7392578125,5408531
2022-02-23,TCS.NS,3208.5978033646575,3219.1716057796148,3159.415803432267,3166.65771484375,2426203
2022-02-24,TCS.NS,3086.8652011266936,3095.6176259058466,3013.2034786967215,3022.57763671875,5039136
2022-02-25,TCS.NS,3081.533859251846,3136.624718327283,3076.2024857929327,3128.405517578125,2549723
2022-02-28,TCS.NS,3101.082036457885,3166.613497830025,3070.7819790701324,3158.127685546875,3288942
2022-03-02,TCS.NS,3156.617310428963,3173.899802351873,3115.299166886402,3150.974853515625,2761341
2022-03-03,TCS.NS,3165.813577954369,3179.8084310877025,3136.7131690580727,3149.41943359375,1928039
2022-03-04,TCS.NS,3111.3002726289433,3164.347387967224,3098.460593342772,3131.60400390625,2370257
2022-03-07,TCS.NS,3065.539559273232,3152.6186540004137,3049.145630234379,3096.55029296875,3054130
2022-03-08,TCS.NS,3074.4250662664513,3206.8208277906424,3074.4250662664513,3198.779296875,3300992
2022-03-09,TCS.NS,3203.2668553201697,3246.8064048099586,3196.202828942838,3227.791259765625,2719654
2022-03-10,TCS.NS,3273.4628498933785,3273.4628498933785,3212.152063616874,3217.43896484375,2005441
2022-03-11,TCS.NS,3201.7115509453934,3234.2330122460926,3192.4705914053425,3198.068359375,1623423
2022-03-14,TCS.NS,3181.052805680414,3241.786121299952,3181.052805680414,3237.0322265625,1765688
2022-03-15,TCS.NS,3251.2488011709297,3251.2488011709297,3185.8505422829967,3193.4033203125,3651133
2022-03-16,TCS.NS,3234.8108570892805,3259.246318858256,3213.263222620275,3248.49462890625,3090475
2022-03-17,TCS.NS,3284.6588462421337,3296.565491973189,3252.4039976373524,3263.466552734375,3600452
2022-03-21,TCS.NS,3284.1259896776583,3300.0756382590976,3212.152449319463,3222.548583984375,2413831
2022-03-22,TCS.NS,3234.366348219692,3297.4542632536477,3221.0379154660395,3288.524169921875,2907611
2022-03-23,TCS.NS,3294.7884114089247,3314.15910942593,3278.79429290694,3298.697998046875,1596195
2022-03-24,TCS.NS,3287.680425506592,3339.394706650704,3283.2376141207724,3331.975341796875,1879046
2022-03-25,TCS.NS,3340.904847554434,3358.320753023483,3262.80031885229,3294.2998046875,1690133
2022-03-28,TCS.NS,3283.2365463711467,3299.2306621586113,3253.203107783426,3294.521240234375,1760990
2022-03-29,TCS.NS,3283.0152358017476,3307.228556100982,3279.6831275036875,3292.43408203125,2689063
2022-03-30,TCS.NS,3321.445538331854,3321.445538331854,3293.189216689556,3315.71435546875,1583455
2022-03-31,TCS.NS,3323.222450010069,3336.2397987692148,3305.628876005545,3323.177978515625,2168110
2022-04-01,TCS.NS,3330.331013312687,3343.659445863298,3312.604241407199,3339.883056640625,1387014
2022-04-04,TCS.NS,3342.7708488713006,3358.7649677654217,3320.645737841415,3350.1904296875,1472994
2022-04-05,TCS.NS,3351.6567488325595,3408.1693937254495,3351.6567488325595,3389.687255859375,2314947
2022-04-06,TCS.NS,3384.8001942913256,3384.8001942913256,3315.358924868198,3336.8623046875,2051729
2022-04-07,TCS.NS,3328.1098148423775,3328.1098148423775,3269.0204268602606,3273.596435546875,2494829
2022-04-08,TCS.NS,3278.79453157841,3292.122964633607,3236.58782690362,3274.92919921875,2296773
2022-04-11,TCS.NS,3278.794733632162,3298.654186881885,3248.6725598448093,3284.4814453125,2291660
2022-04-12,TCS.NS,3272.5745321735017,3322.3340146067667,3241.7859391915695,3279.77197265625,4483476
2022-04-13,TCS.NS,3293.89988537501,3296.432374272563,3248.1834062092184,3253.8701171875,1621672
2022-04-18,TCS.NS,3207.7089734177675,3207.7089734177675,3129.9597946991926,3134.891357421875,3820792
2022-04-19,TCS.NS,3154.3953189467165,3166.4353782692338,3055.8981276363893,3084.99853515625,3170014
2022-04-20,TCS.NS,3109.96761334078,3171.4116009849918,3092.196369835976,3160.43798828125,2640370
2022-04-21,TCS.NS,3181.052302537518,3237.9202766610933,3169.8563333582965,3224.28076171875,2280996
2022-04-22,TCS.NS,3182.0303466809823,3213.929644546312,3173.500062343697,3209.9755859375,1581465
2022-04-25,TCS.NS,3161.5038501242684,3184.6064639812757,3139.378741319467,3152.7958984375,1960694
2022-04-26,TCS.NS,3176.7425511987203,3188.0717174250735,3126.094513951493,3151.107666015625,1943469
2022-04-27,TCS.NS,3150.841554226717,3170.7897321857427,3115.5656783516138,3164.34765625,1727648
2022-04-28,TCS.NS,3188.1616606929647,3202.7339962256997,3143.7780154087795,3184.8740234375,1703660
2022-04-29,TCS.NS,3196.1580990746857,3219.4828558444133,3142.7111717645585,3151.46337890625,2051115
2022-05-02,TCS.NS,3127.6501716746743,3152.5743861315545,3103.5257934019173,3147.642822265625,1324161
2022-05-04,TCS.NS,3144.177147062356,3150.352610577351,3079.1344414976566,3091.97412109375,2305825
2022-05-05,TCS.NS,3120.719310294704,3139.290173030347,3096.950272047163,3121.874267578125,1612262
2022-05-06,TCS.NS,3073.536813981293,3087.309528817,3042.8814164437517,3050.078857421875,2010812
2022-05-09,TCS.NS,3019.3341828755033,3070.8707875272926,2973.8843157191677,3061.185546875,2481830
2022-05-10,TCS.NS,3051.32254251295,3078.6903011908057,3040.6597962956653,3055.543212890625,1622685
2022-05-11,TCS.NS,3052.211345927517,3064.162464870448,3005.25074397707,3031.7744140625,1841769
2022-05-12,TCS.NS,3001.562535570194,3065.272389696811,2976.771741721447,3028.796875,2807195
2022-05-13,TCS.NS,3052.21101624816,3056.56488405373,3005.250419370082,3034.350830078125,2187823
2022-05-16,TCS.NS,3034.440105114655,3047.7685389584967,2991.4337786855167,3000.4970703125,1195813
2022-05-17,TCS.NS,2994.454423948811,3080.644951878495,2977.0385191605064,3066.961181640625,1754076
2022-05-18,TCS.NS,3078.867562490775,3105.524424503682,3059.3636685048177,3064.472900390625,1866781
2022-05-19,TCS.NS,3018.4456763431513,3025.5541736674804,2870.055794697786,2898.4453125,4642963
