Date,Ticker,Open,High,Low,Close,Volume
2022-01-03,HDFCBANK.NS,706.3216999908345,724.3959253104654,704.1813312029835,722.8025512695312,9069184
2022-01-04,HDFCBANK.NS,722.9689818191866,729.1047170271323,717.1662276895983,727.0357055664062,8857352
2022-01-05,HDFCBANK.NS,730.9597335226943,747.7021503050373,726.8216524342752,744.3013305664062,14332638
2022-01-06,HDFCBANK.NS,733.9086759071455,739.4974166342414,727.7491933941105,732.3628540039062,9628930
2022-01-07,HDFCBANK.NS,734.3843069802756,745.2050602081262,730.5316548059,737.499755859375,11179384
2022-01-10,HDFCBANK.NS,741.0432762210418,747.7022016813078,735.0978070600898,741.5902709960938,8856496
2022-01-11,HDFCBANK.NS,742.731769713943,746.1325314282669,736.191754015291,744.80078125,8389198
2022-01-12,HDFCBANK.NS,745.7995970381922,749.9138730090968,738.1893970684148,740.401123046875,21085530
2022-01-13,HDFCBANK.NS,739.6163215437484,739.6163215437484,723.1592754547615,726.7741088867188,41963896
2022-01-14,HDFCBANK.NS,727.7254153127986,736.619813831022,722.493402522968,734.9313354492188,11208968
2022-01-17,HDFCBANK.NS,727.7252913320531,740.0918649102448,722.5646366626269,723.682373046875,22989372
2022-01-18,HDFCBANK.NS,729.1522317973348,737.666154009168,724.395857160692,727.3685913085938,12341152
2022-01-19,HDFCBANK.NS,729.6279369589961,732.3628526288228,719.8060108107658,722.2317504882812,14317626
2022-01-20,HDFCBANK.NS,726.9880639951974,727.0118690930589,713.5037534034572,717.7369384765625,15197846
2022-01-21,HDFCBANK.NS,713.4562826460474,727.6303040191038,706.6070907204011,723.7300415039062,11537694
2022-01-24,HDFCBANK.NS,718.1888873366842,723.5636148158452,698.0219018920284,707.1065673828125,11868508
2022-01-25,HDFCBANK.NS,693.7886458927823,711.0780572785832,686.8205449567051,707.7723999023438,13594248
2022-01-27,HDFCBANK.NS,689.6743715648455,706.321683981928,682.5398091003816,701.54150390625,28617838
2022-01-28,HDFCBANK.NS,702.7543967837006,707.1302385002696,694.4307406458227,695.9765625,24925208
2022-01-31,HDFCBANK.NS,700.4950592209881,709.4370665658972,697.6650395988496,706.654541015625,12842546
2022-02-01,HDFCBANK.NS,717.499250820978,721.5421700334263,700.8281313145686,712.0294189453125,14739484
2022-02-02,HDFCBANK.NS,719.1400601109066,730.1035271800179,716.1197737442617,728.2960815429688,13969290
2022-02-03,HDFCBANK.NS,727.1308172000766,732.457933895551,717.7369767162163,720.7572631835938,10564762
2022-02-04,HDFCBANK.NS,726.9643987359728,729.0809624800141,720.1627589609288,724.87158203125,11579958
2022-02-07,HDFCBANK.NS,719.2113714618774,722.4932814559804,694.430672103839,698.30712890625,12268042
2022-02-08,HDFCBANK.NS,702.2312794492199,703.2063015747357,687.0822353308985,695.3107299804688,13981130
2022-02-09,HDFCBANK.NS,701.0896640531371,713.3135243877856,697.7602016051236,712.314697265625,11308342
2022-02-10,HDFCBANK.NS,720.1152710835828,730.3414786980458,714.241158787055,725.3948364257812,14314530
2022-02-11,HDFCBANK.NS,713.5752115705957,725.3472405566795,713.2184834195023,722.4220581054688,10711104
2022-02-14,HDFCBANK.NS,708.6999366331057,713.1946881745109,698.8542627513499,700.947021484375,14656620
2022-02-15,HDFCBANK.NS,702.0409964179948,725.2996833180713,700.6378889247106,721.9226684570312,13135066
2022-02-16,HDFCBANK.NS,729.7943552747017,729.9846218788012,716.7856818187674,720.947509765625,10032264
2022-02-17,HDFCBANK.NS,719.687047265433,723.9202323784434,714.4074829385164,716.5478515625,7351208
2022-02-18,HDFCBANK.NS,712.6477110600987,721.5421093550166,708.9139101230298,719.3303833007812,7796128
2022-02-21,HDFCBANK.NS,715.3588675570371,728.0583667818646,711.3397535269675,723.9678955078125,7468066
2022-02-22,HDFCBANK.NS,708.6047551441089,723.9678112195843,707.7247793394828,718.5455322265625,9536196
2022-02-23,HDFCBANK.NS,725.3947427030585,725.6801135920207,711.3872414933543,713.8843383789062,9029562
2022-02-24,HDFCBANK.NS,689.6267543198659,701.541437673928,669.2932532158236,675.1198120117188,23630766
2022-02-25,HDFCBANK.NS,684.8942478331431,697.2370767488001,681.5172329343914,692.5758056640625,18318654
2022-02-28,HDFCBANK.NS,678.2590813465437,684.2283552518861,672.5752363928466,678.3779907226562,24880832
2022-03-02,HDFCBANK.NS,659.471334239841,665.1314315913221,644.2033834798522,653.644775390625,38505560
2022-03-03,HDFCBANK.NS,656.8554354054835,662.0874482870623,648.2464076398575,652.0990600585938,17527922
2022-03-04,HDFCBANK.NS,646.8669745357665,659.2335490489504,635.8797603305272,649.9586181640625,21219364
2022-03-07,HDFCBANK.NS,627.1280940741168,633.715662365495,616.9256921049088,630.1246337890625,27054458
2022-03-08,HDFCBANK.NS,619.3750870184799,634.50038171104,614.5236080739608,631.5514526367188,39212492
2022-03-09,HDFCBANK.NS,632.5979142059786,653.8588885491644,627.2945441400525,652.17041015625,23134694
2022-03-10,HDFCBANK.NS,678.734676699917,678.734676699917,656.4986247477649,662.4202880859375,22273206
2022-03-11,HDFCBANK.NS,660.1848501728542,670.149432575976,652.9075731964616,664.3704833984375,15150780
2022-03-14,HDFCBANK.NS,673.0270237794027,689.6743353216494,673.0270237794027,686.130859375,25018126
2022-03-15,HDFCBANK.NS,686.5827315469807,689.436556548215,671.4812409154484,677.3078002929688,18867928
2022-03-16,HDFCBANK.NS,688.2474388752825,692.0525387446689,683.1105308271242,688.79443359375,13364108
2022-03-17,HDFCBANK.NS,700.1384408684183,708.6048120871039,699.4487896776494,703.9673461914062,14823954
